,index,_id,rt,stimulus,response,response_correct,stimURL,chunk_id,rep,block_number,composite_duration,chunk_duration,participant_condition,compatible_trial,validity,talls_name,wides_name,part_type,part_a,part_b,compatible_condition,trial_type,trial_index,time_elapsed,internal_node_id,datatype,experimentName,iterationName,workerID,gameID,compatibility,composite_id,trial_bin,flagRT
1058,1259,6168980920153c3569feffa6,1193.5,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,False,invalid,talls_122_127,wides_025_023,wide,wide_013,wide_010,B,tower-zipping,73,755189,0.0-73.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,incompatible,talls_122_127.png,6.0,False
1059,1260,6168980b20153c3569feffa7,720.8000000119209,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,False,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,74,757346,0.0-74.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,incompatible,talls_102_126.png,6.0,False
1060,1262,6168980e20153c3569feffa9,967.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,True,invalid,talls_122_127,wides_025_023,tall,tall_100,tall_118,A,tower-zipping,75,759754,0.0-75.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_122_127.png,6.0,False
1061,1264,6168981020153c3569feffab,882.5,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,False,valid,talls_100_118,wides_013_010,tall,tall_100,tall_118,none,tower-zipping,76,762080,0.0-76.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,6.0,False
1062,1266,6168981320153c3569feffad,1373.300000011921,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,True,valid,talls_122_127,wides_025_023,tall,tall_122,tall_127,A,tower-zipping,77,764970,0.0-77.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_122_127.png,6.0,False
1063,1268,6168981620153c3569feffaf,1125.5,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,False,invalid,talls_100_118,wides_013_010,tall,tall_102,tall_127,none,tower-zipping,78,767617,0.0-78.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,6.0,False
1064,1270,6168981820153c3569feffb1,958.6999999880791,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,79,770095,0.0-79.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,7.0,False
1065,1272,6168981a20153c3569feffb3,962.1000000238419,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,False,valid,talls_122_127,wides_025_023,wide,wide_025,wide_023,B,tower-zipping,80,772505,0.0-80.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,incompatible,talls_122_127.png,7.0,False
1066,1274,6168981d20153c3569feffb5,969.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,True,invalid,talls_102_126,wides_024_011,wide,wide_013,wide_010,A,tower-zipping,81,774929,0.0-81.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_102_126.png,7.0,False
1067,1276,6168981f20153c3569feffb7,1124.1000000238419,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,True,valid,talls_102_126,wides_024_011,wide,wide_024,wide_011,A,tower-zipping,82,777508,0.0-82.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_102_126.png,7.0,False
1068,1279,6168982320153c3569feffba,1875.1000000238419,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,invalid,talls_100_118,wides_013_010,tall,tall_122,tall_126,none,tower-zipping,83,780916,0.0-83.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,7.0,False
1069,1280,6168982520153c3569feffbb,888.5,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,True,valid,talls_102_126,wides_024_011,wide,wide_024,wide_011,A,tower-zipping,84,783327,0.0-84.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_102_126.png,7.0,False
1070,1282,6168982820153c3569feffbd,1132.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,invalid,talls_100_118,wides_013_010,wide,wide_025,wide_011,none,tower-zipping,85,785981,0.0-85.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,7.0,False
1071,1284,6168982a20153c3569feffbf,893.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,valid,talls_100_118,wides_013_010,tall,tall_100,tall_118,none,tower-zipping,86,788394,0.0-86.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,7.0,False
1072,1286,6168982d20153c3569feffc1,1132.800000011921,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,True,valid,talls_122_127,wides_025_023,tall,tall_122,tall_127,A,tower-zipping,87,791059,0.0-87.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_122_127.png,7.0,False
1073,1288,6168982f20153c3569feffc3,895.5999999642372,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,88,793482,0.0-88.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,7.0,False
1074,1291,6168983220153c3569feffc6,1460.7999999523163,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,True,invalid,talls_122_127,wides_025_023,tall,tall_118,tall_100,A,tower-zipping,89,796460,0.0-89.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_122_127.png,7.0,False
1075,1293,6168983520153c3569feffc8,936.9000000357628,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,90,798878,0.0-90.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,incompatible,talls_102_126.png,8.0,False
1076,1295,6168983720153c3569feffca,1134.3999999761581,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,True,invalid,talls_102_126,wides_024_011,wide,wide_010,wide_013,A,tower-zipping,91,801551,0.0-91.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_102_126.png,8.0,False
1077,1297,6168983a20153c3569feffcc,966.3000000119209,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,invalid,talls_122_127,wides_025_023,wide,wide_010,wide_013,B,tower-zipping,92,804047,0.0-92.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,incompatible,talls_122_127.png,8.0,False
1078,1298,6168983c20153c3569feffcd,725.2999999523163,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,valid,talls_122_127,wides_025_023,wide,wide_025,wide_023,B,tower-zipping,93,806226,0.0-93.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,incompatible,talls_122_127.png,8.0,False
1079,1301,6168983f20153c3569feffd0,1133.2999999523163,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,invalid,talls_102_126,wides_024_011,tall,tall_118,tall_100,B,tower-zipping,94,808813,0.0-94.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,incompatible,talls_102_126.png,8.0,False
1080,1303,6168984220153c3569feffd2,1701.1000000238419,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,100,100,A,True,valid,talls_122_127,wides_025_023,tall,tall_122,tall_127,A,tower-zipping,95,812045,0.0-95.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_122_127.png,8.0,False
1081,1305,6168984520153c3569feffd4,1146.7000000476837,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,100,100,A,False,invalid,talls_122_127,wides_025_023,wide,wide_013,wide_011,B,tower-zipping,96,814656,0.0-96.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,incompatible,talls_122_127.png,8.0,False
1082,1307,6168984720153c3569feffd6,664.4000000357628,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,100,100,A,False,valid,talls_100_118,wides_013_010,tall,tall_100,tall_118,none,tower-zipping,97,816909,0.0-97.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,8.0,False
1083,1309,6168984a20153c3569feffd8,1448.4000000357628,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,100,100,A,True,invalid,talls_102_126,wides_024_011,wide,wide_013,wide_023,A,tower-zipping,98,819893,0.0-98.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_102_126.png,8.0,False
1084,1310,6168984c20153c3569feffd9,730.6000000238419,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,100,100,A,True,valid,talls_102_126,wides_024_011,wide,wide_024,wide_011,A,tower-zipping,99,822080,0.0-99.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_102_126.png,8.0,False
1085,1311,6168984f20153c3569feffda,1226.1000000238419,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,100,100,A,False,invalid,talls_102_126,wides_024_011,tall,tall_100,tall_127,B,tower-zipping,100,824775,0.0-100.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,incompatible,talls_102_126.png,8.0,False
1086,1313,6168985120153c3569feffdc,1131.5,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,100,100,A,False,invalid,talls_100_118,wides_013_010,wide,wide_023,wide_025,none,tower-zipping,101,827361,0.0-101.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,8.0,False
1087,1315,6168985420153c3569feffde,735.1999999880791,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,100,100,A,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,102,829635,0.0-102.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,8.0,False
1088,1316,6168985620153c3569feffdf,895.0999999642372,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,100,100,A,False,valid,talls_122_127,wides_025_023,wide,wide_025,wide_023,B,tower-zipping,103,831997,0.0-103.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,incompatible,talls_122_127.png,9.0,False
1089,1317,6168985920153c3569feffe0,1210.6000000238419,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,100,100,A,True,invalid,talls_122_127,wides_025_023,tall,tall_100,tall_126,A,tower-zipping,104,834745,0.0-104.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_122_127.png,9.0,False
1090,1319,6168985b20153c3569feffe2,1133.0999999642372,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,100,100,A,False,invalid,talls_100_118,wides_013_010,tall,tall_127,tall_122,none,tower-zipping,105,837341,0.0-105.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,9.0,False
1091,1321,6168985e20153c3569feffe4,775.1000000238419,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,1,100,100,A,False,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,106,839653,0.0-106.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,incompatible,talls_102_126.png,9.0,False
1092,1323,6168986020153c3569feffe6,1149.8999999761581,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,100,100,A,False,invalid,talls_100_118,wides_013_010,tall,tall_126,tall_122,none,tower-zipping,107,842278,0.0-107.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,9.0,False
1093,1325,6168986320153c3569feffe8,1141.5,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,100,100,A,False,invalid,talls_100_118,wides_013_010,wide,wide_011,wide_025,none,tower-zipping,108,844962,0.0-108.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,9.0,False
1094,1326,6168986520153c3569feffe9,656.6999999880791,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,100,100,A,False,valid,talls_100_118,wides_013_010,tall,tall_100,tall_118,none,tower-zipping,109,847152,0.0-109.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,9.0,False
1095,1328,6168986820153c3569feffeb,1385.199999988079,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,100,100,A,True,invalid,talls_102_126,wides_024_011,wide,wide_025,wide_010,A,tower-zipping,110,850072,0.0-110.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_102_126.png,9.0,False
1096,1330,6168986a20153c3569feffed,897.9000000357628,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,100,100,A,False,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,111,852497,0.0-111.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,incompatible,talls_102_126.png,9.0,False
1097,1332,6168986d20153c3569feffef,1143.699999988079,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,100,100,A,True,invalid,talls_122_127,wides_025_023,tall,tall_102,tall_118,A,tower-zipping,112,855190,0.0-112.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_122_127.png,9.0,False
1098,1333,6168986f20153c3569fefff0,660.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,100,100,A,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,113,857393,0.0-113.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,novel,talls_100_118.png,9.0,False
1099,1335,6168987220153c3569fefff2,917.8999999761581,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,100,100,A,True,valid,talls_122_127,wides_025_023,tall,tall_122,tall_127,A,tower-zipping,114,859927,0.0-114.0,trial_end,block_construction_zipping,pilot_0,615375a2fd9b41728babd98a,1800-045c1297-53e9-4de1-8923-ad408830be53,compatible,talls_122_127.png,10.0,False
